cbsa,county14,county,cntyname2,cbsaname15,pop10,afact
46140,40131, ,Rogers OK,"Tulsa, OK (Metro)",86905,0.093
46140,40143, ,Tulsa OK,"Tulsa, OK (Metro)",603403,0.644
46140,40145, ,Wagoner OK,"Tulsa, OK (Metro)",73085,0.078
46180,28057, ,Itawamba MS,"Tupelo, MS (Micro)",23401,0.172
46180,28081, ,Lee MS,"Tupelo, MS (Micro)",82910,0.608
46180,28115, ,Pontotoc MS,"Tupelo, MS (Micro)",29957,0.22
46220,1065, ,Hale AL,"Tuscaloosa, AL (Metro)",15760,0.068
46220,1107, ,Pickens AL,"Tuscaloosa, AL (Metro)",19746,0.086
46220,1125, ,Tuscaloosa AL,"Tuscaloosa, AL (Metro)",194656,0.846
46300,16053, ,Jerome ID,"Twin Falls, ID (Micro)",22374,0.225
46300,16083, ,Twin Falls ID,"Twin Falls, ID (Micro)",77230,0.775
46340,48423, ,Smith TX,"Tyler, TX (Metro)",209714,1
46380,6045, ,Mendocino CA,"Ukiah, CA (Micro)",87841,1
46460,21075, ,Fulton KY,"Union City, TN-KY (Micro)",6813,0.176
46460,47131, ,Obion TN,"Union City, TN-KY (Micro)",31807,0.824
46500,39021, ,Champaign OH,"Urbana, OH (Micro)",40097,1
46520,15003, ,Honolulu HI,"Urban Honolulu, HI (Metro)",953207,1
46540,36043, ,Herkimer NY,"Utica-Rome, NY (Metro)",64519,0.215
46540,36065, ,Oneida NY,"Utica-Rome, NY (Metro)",234878,0.785
46620,48463, ,Uvalde TX,"Uvalde, TX (Micro)",26405,1
46660,13027, ,Brooks GA,"Valdosta, GA (Metro)",16243,0.116
46660,13101, ,Echols GA,"Valdosta, GA (Metro)",4034,0.029
46660,13173, ,Lanier GA,"Valdosta, GA (Metro)",10078,0.072
46660,13185, ,Lowndes GA,"Valdosta, GA (Metro)",109233,0.783
46700,6095, ,Solano CA,"Vallejo-Fairfield, CA (Metro)",413344,1
46740,1017, ,Chambers AL,"Valley, AL (Micro)",34215,1
46780,39161, ,Van Wert OH,"Van Wert, OH (Micro)",28744,1
46820,46027, ,Clay SD,"Vermillion, SD (Micro)",13864,1
46860,49047, ,Uintah UT,"Vernal, UT (Micro)",32588,1
46900,48487, ,Wilbarger TX,"Vernon, TX (Micro)",13535,1
46980,28021, ,Claiborne MS,"Vicksburg, MS (Micro)",9604,0.165
46980,28149, ,Warren MS,"Vicksburg, MS (Micro)",48773,0.835
47020,48175, ,Goliad TX,"Victoria, TX (Metro)",7210,0.077
47020,48469, ,Victoria TX,"Victoria, TX (Metro)",86793,0.923
47080,13209, ,Montgomery GA,"Vidalia, GA (Micro)",9123,0.251
47080,13279, ,Toombs GA,"Vidalia, GA (Micro)",27223,0.749
47180,18083, ,Knox IN,"Vincennes, IN (Micro)",38440,1
47220,34011, ,Cumberland NJ,"Vineland-Bridgeton, NJ (Metro)",156898,1
47240,25007, ,Dukes MA,"Vineyard Haven, MA (Micro)",16535,1
47260,37053, ,Currituck NC,"Virginia Beach-Norfolk-Newport News, VA-NC (Metro)",23547,0.014
47260,37073, ,Gates NC,"Virginia Beach-Norfolk-Newport News, VA-NC (Metro)",12197,0.007
47260,51073, ,Gloucester VA,"Virginia Beach-Norfolk-Newport News, VA-NC (Metro)",36858,0.022
47260,51093, ,Isle of Wight VA,"Virginia Beach-Norfolk-Newport News, VA-NC (Metro)",35270,0.021
47260,51095, ,James City VA,"Virginia Beach-Norfolk-Newport News, VA-NC (Metro)",67009,0.04
47260,51115, ,Mathews VA,"Virginia Beach-Norfolk-Newport News, VA-NC (Metro)",8978,0.005
47260,51199, ,York VA,"Virginia Beach-Norfolk-Newport News, VA-NC (Metro)",65464,0.039
47260,51550, ,Chesapeake city VA,"Virginia Beach-Norfolk-Newport News, VA-NC (Metro)",222209,0.133
47260,51650, ,Hampton city VA,"Virginia Beach-Norfolk-Newport News, VA-NC (Metro)",137436,0.082
47260,51700, ,Newport News city VA,"Virginia Beach-Norfolk-Newport News, VA-NC (Metro)",180719,0.108
47260,51710, ,Norfolk city VA,"Virginia Beach-Norfolk-Newport News, VA-NC (Metro)",242803,0.145
47260,51735, ,Poquoson city VA,"Virginia Beach-Norfolk-Newport News, VA-NC (Metro)",12150,0.007
47260,51740, ,Portsmouth city VA,"Virginia Beach-Norfolk-Newport News, VA-NC (Metro)",95535,0.057
47260,51800, ,Suffolk city VA,"Virginia Beach-Norfolk-Newport News, VA-NC (Metro)",84585,0.05
47260,51810, ,Virginia Beach city VA,"Virginia Beach-Norfolk-Newport News, VA-NC (Metro)",437994,0.261
47260,51830, ,Williamsburg city VA,"Virginia Beach-Norfolk-Newport News, VA-NC (Metro)",14068,0.008
47300,6107, ,Tulare CA,"Visalia-Porterville, CA (Metro)",442179,1
47340,18169, ,Wabash IN,"Wabash, IN (Micro)",32888,1
47380,48145, ,Falls TX,"Waco, TX (Metro)",17866,0.071
47380,48309, ,McLennan TX,"Waco, TX (Metro)",234906,0.929
47420,27167, ,Wilkin MN,"Wahpeton, ND-MN (Micro)",6576,0.287
47420,38077, ,Richland ND,"Wahpeton, ND-MN (Micro)",16321,0.713
47460,53013, ,Columbia WA,"Walla Walla, WA (Metro)",4078,0.065
47460,53071, ,Walla Walla WA,"Walla Walla, WA (Metro)",58781,0.935
47540,39011, ,Auglaize OH,"Wapakoneta, OH (Micro)",45949,1
47580,13153, ,Houston GA,"Warner Robins, GA (Metro)",139900,0.779
47580,13225, ,Peach GA,"Warner Robins, GA (Metro)",27695,0.154
47580,13235, ,Pulaski GA,"Warner Robins, GA (Metro)",12010,0.067
47620,42123, ,Warren PA,"Warren, PA (Micro)",41815,1
47660,29101, ,Johnson MO,"Warrensburg, MO (Micro)",52595,1
47700,18085, ,Kosciusko IN,"Warsaw, IN (Micro)",77358,1
47780,18027, ,Daviess IN,"Washington, IN (Micro)",31648,1
47820,37013, ,Beaufort NC,"Washington, NC (Micro)",47759,1
47900,11001, ,District of Columbia DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",601723,0.107
47900,24009, ,Calvert MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",88737,0.016
47900,24017, ,Charles MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",146551,0.026
47900,24021, ,Frederick MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",233385,0.041
47900,24031, ,Montgomery MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",971777,0.172
47900,24033, ,Prince Georges MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",863420,0.153
47900,51013, ,Arlington VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",207627,0.037
47900,51043, ,Clarke VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",14034,0.002
47900,51047, ,Culpeper VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",46689,0.008
47900,51059, ,Fairfax VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",1081726,0.192
47900,51061, ,Fauquier VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",65203,0.012
47900,51107, ,Loudoun VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",312311,0.055
47900,51153, ,Prince William VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",402002,0.071
47900,51157, ,Rappahannock VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",7373,0.001
47900,51177, ,Spotsylvania VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",122397,0.022
47900,51179, ,Stafford VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",128961,0.023
47900,51187, ,Warren VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",37575,0.007
47900,51510, ,Alexandria city VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",139966,0.025
47900,51600, ,Fairfax city VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",22565,0.004
47900,51610, ,Falls Church city VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",12332,0.002
47900,51630, ,Fredericksburg city VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",24286,0.004
47900,51683, ,Manassas city VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",37821,0.007
47900,51685, ,Manassas Park city VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",14273,0.003
47900,54037, ,Jefferson WV,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",53498,0.009
47920,39047, ,Fayette OH,"Washington Court House, OH (Micro)",29030,1
47940,19013, ,Black Hawk IA,"Waterloo-Cedar Falls, IA (Metro)",131090,0.781
47940,19017, ,Bremer IA,"Waterloo-Cedar Falls, IA (Metro)",24276,0.145
47940,19075, ,Grundy IA,"Waterloo-Cedar Falls, IA (Metro)",12453,0.074
47980,46029, ,Codington SD,"Watertown, SD (Micro)",27227,1
48020,55055, ,Jefferson WI,"Watertown-Fort Atkinson, WI (Micro)",83686,1
48060,36045, ,Jefferson NY,"Watertown-Fort Drum, NY (Metro)",116229,1
48100,12049, ,Hardee FL,"Wauchula, FL (Micro)",27731,1
48140,55073, ,Marathon WI,"Wausau, WI (Metro)",134063,1
48180,13229, ,Pierce GA,"Waycross, GA (Micro)",18758,0.341
48180,13299, ,Ware GA,"Waycross, GA (Micro)",36312,0.659
48220,40039, ,Custer OK,"Weatherford, OK (Micro)",27469,1
48260,39081, ,Jefferson OH,"Weirton-Steubenville, WV-OH (Metro)",69709,0.56
48260,54009, ,Brooke WV,"Weirton-Steubenville, WV-OH (Metro)",24069,0.193
48260,54029, ,Hancock WV,"Weirton-Steubenville, WV-OH (Metro)",30676,0.246
48300,53007, ,Chelan WA,"Wenatchee, WA (Metro)",72453,0.653
48300,53017, ,Douglas WA,"Wenatchee, WA (Metro)",38431,0.347
48460,29091, ,Howell MO,"West Plains, MO (Micro)",40400,1
48500,28025, ,Clay MS,"West Point, MS (Micro)",20634,1
48540,39013, ,Belmont OH,"Wheeling, WV-OH (Metro)",70400,0.476
48540,54051, ,Marshall WV,"Wheeling, WV-OH (Metro)",33107,0.224
48540,54069, ,Ohio WV,"Wheeling, WV-OH (Metro)",44443,0.3
48580,55127, ,Walworth WI,"Whitewater-Elkhorn, WI (Micro)",102228,1
48620,20015, ,Butler KS,"Wichita, KS (Metro)",65880,0.104
48620,20079, ,Harvey KS,"Wichita, KS (Metro)",34684,0.055
48620,20095, ,Kingman KS,"Wichita, KS (Metro)",7858,0.012
48620,20173, ,Sedgwick KS,"Wichita, KS (Metro)",498365,0.79
48620,20191, ,Sumner KS,"Wichita, KS (Metro)",24132,0.038
48660,48009, ,Archer TX,"Wichita Falls, TX (Metro)",9054,0.06
48660,48077, ,Clay TX,"Wichita Falls, TX (Metro)",10752,0.071
48660,48485, ,Wichita TX,"Wichita Falls, TX (Metro)",131500,0.869
48700,42081, ,Lycoming PA,"Williamsport, PA (Metro)",116111,1
48780,38105, ,Williams ND,"Williston, ND (Micro)",22398,1
48820,27067, ,Kandiyohi MN,"Willmar, MN (Micro)",42239,1
48900,37129, ,New Hanover NC,"Wilmington, NC (Metro)",202667,0.795
48900,37141, ,Pender NC,"Wilmington, NC (Metro)",52217,0.205
48940,39027, ,Clinton OH,"Wilmington, OH (Micro)",42040,1
48980,37195, ,Wilson NC,"Wilson, NC (Micro)",81234,1
49020,51069, ,Frederick VA,"Winchester, VA-WV (Metro)",78305,0.61
49020,51840, ,Winchester city VA,"Winchester, VA-WV (Metro)",26203,0.204
49020,54027, ,Hampshire WV,"Winchester, VA-WV (Metro)",23964,0.187
49080,32013, ,Humboldt NV,"Winnemucca, NV (Micro)",16528,1
49100,27169, ,Winona MN,"Winona, MN (Micro)",51461,1
49180,37057, ,Davidson NC,"Winston-Salem, NC (Metro)",162878,0.254
49180,37059, ,Davie NC,"Winston-Salem, NC (Metro)",41240,0.064
49180,37067, ,Forsyth NC,"Winston-Salem, NC (Metro)",350670,0.547
49180,37169, ,Stokes NC,"Winston-Salem, NC (Metro)",47401,0.074
49180,37197, ,Yadkin NC,"Winston-Salem, NC (Metro)",38406,0.06
49220,55141, ,Wood WI,"Wisconsin Rapids-Marshfield, WI (Micro)",74749,1
49260,40153, ,Woodward OK,"Woodward, OK (Micro)",20081,1
49300,39169, ,Wayne OH,"Wooster, OH (Micro)",114520,1
49340,9015, ,Windham CT,"Worcester, MA-CT (Metro)",118428,0.129
49340,25027, ,Worcester MA,"Worcester, MA-CT (Metro)",798552,0.871
49380,27105, ,Nobles MN,"Worthington, MN (Micro)",21378,1
49420,53077, ,Yakima WA,"Yakima, WA (Metro)",243231,1
49460,46135, ,Yankton SD,"Yankton, SD (Micro)",22438,1
49620,42133, ,York PA,"York-Hanover, PA (Metro)",434972,1
49660,39099, ,Mahoning OH,"Youngstown-Warren-Boardman, OH-PA (Metro)",238823,0.422
49660,39155, ,Trumbull OH,"Youngstown-Warren-Boardman, OH-PA (Metro)",210312,0.372
49660,42085, ,Mercer PA,"Youngstown-Warren-Boardman, OH-PA (Metro)",116638,0.206
49700,6101, ,Sutter CA,"Yuba City, CA (Metro)",94737,0.568
49700,6115, ,Yuba CA,"Yuba City, CA (Metro)",72155,0.432
49740,4027, ,Yuma AZ,"Yuma, AZ (Metro)",195751,1
49780,39119, ,Muskingum OH,"Zanesville, OH (Micro)",86074,1
49820,48505, ,Zapata TX,"Zapata, TX (Micro)",14018,1
